"Genus"	"Phylum"	"Class"	"Order"	"Family"	"variable"	"cluster"	"ASV"	"Kingdom"	"present"	"lys_reads"	"hom_reads"
"Sarcophaga"	"Arthropoda"	"Insecta"	"Diptera"	"Sarcophagidae"	"SM6D3B"	"Sarcophagidae_cluster1"	"2f1d3111d1d4bd76127a41017e0c7674"	"Animalia"	1	9418	4654
"Sarcophaga"	"Arthropoda"	"Insecta"	"Diptera"	"Sarcophagidae"	"SQ1CGZ"	"Sarcophagidae_cluster1"	"2f1d3111d1d4bd76127a41017e0c7674"	"Animalia"	1	23466	12827
"Sarcophaga"	"Arthropoda"	"Insecta"	"Diptera"	"Sarcophagidae"	"SQYDDG"	"Sarcophagidae_cluster1"	"2f1d3111d1d4bd76127a41017e0c7674"	"Animalia"	1	21419	54261
"Sarcophaga"	"Arthropoda"	"Insecta"	"Diptera"	"Sarcophagidae"	"SUNVYF"	"Sarcophagidae_cluster1"	"2f1d3111d1d4bd76127a41017e0c7674"	"Animalia"	1	674	6685
"Sarcophaga"	"Arthropoda"	"Insecta"	"Diptera"	"Sarcophagidae"	"SUTTXP"	"Sarcophagidae_cluster1"	"2f1d3111d1d4bd76127a41017e0c7674"	"Animalia"	1	187989	66350
"Sarcophaga"	"Arthropoda"	"Insecta"	"Diptera"	"Sarcophagidae"	"SUXVVU"	"Sarcophagidae_cluster1"	"2f1d3111d1d4bd76127a41017e0c7674"	"Animalia"	1	235102	183288
"Sphaerophoria"	"Arthropoda"	"Insecta"	"Diptera"	"Syrphidae"	"S6TGBG"	"Syrphidae_cluster1"	"37f122f5ea31063ff1857a8838107214"	"Animalia"	1	2504	4103
"Sphaerophoria"	"Arthropoda"	"Insecta"	"Diptera"	"Syrphidae"	"SDD4G5"	"Syrphidae_cluster1"	"37f122f5ea31063ff1857a8838107214"	"Animalia"	1	1492	2935
"Sphaerophoria"	"Arthropoda"	"Insecta"	"Diptera"	"Syrphidae"	"SFKMCD"	"Syrphidae_cluster1"	"37f122f5ea31063ff1857a8838107214"	"Animalia"	1	5191	4445
"Sphaerophoria"	"Arthropoda"	"Insecta"	"Diptera"	"Syrphidae"	"SGZUHD"	"Syrphidae_cluster1"	"37f122f5ea31063ff1857a8838107214"	"Animalia"	0	2403	1792
"Sphaerophoria"	"Arthropoda"	"Insecta"	"Diptera"	"Syrphidae"	"SHLY4A"	"Syrphidae_cluster1"	"37f122f5ea31063ff1857a8838107214"	"Animalia"	0	4	0
"Sphaerophoria"	"Arthropoda"	"Insecta"	"Diptera"	"Syrphidae"	"SKA8NJ"	"Syrphidae_cluster1"	"37f122f5ea31063ff1857a8838107214"	"Animalia"	1	39643	15579
"Sphaerophoria"	"Arthropoda"	"Insecta"	"Diptera"	"Syrphidae"	"SQYDDG"	"Syrphidae_cluster1"	"37f122f5ea31063ff1857a8838107214"	"Animalia"	0	1720	3218
"Sylvicola"	"Arthropoda"	"Insecta"	"Diptera"	"Anisopodidae"	"S5MEZA"	"Anisopodidae_cluster1"	"7341376c330a26584f01413f9256eb87"	"Animalia"	0	24708	19121
"Sylvicola"	"Arthropoda"	"Insecta"	"Diptera"	"Anisopodidae"	"S8APX1"	"Anisopodidae_cluster1"	"7341376c330a26584f01413f9256eb87"	"Animalia"	0	43567	36634
"Sylvicola"	"Arthropoda"	"Insecta"	"Diptera"	"Anisopodidae"	"SACBBR"	"Anisopodidae_cluster1"	"7341376c330a26584f01413f9256eb87"	"Animalia"	0	45152	55596
"Sylvicola"	"Arthropoda"	"Insecta"	"Diptera"	"Anisopodidae"	"SBWPUY"	"Anisopodidae_cluster1"	"7341376c330a26584f01413f9256eb87"	"Animalia"	0	74321	13278
"Sylvicola"	"Arthropoda"	"Insecta"	"Diptera"	"Anisopodidae"	"SCNXZK"	"Anisopodidae_cluster1"	"7341376c330a26584f01413f9256eb87"	"Animalia"	0	14543	7093
"Sylvicola"	"Arthropoda"	"Insecta"	"Diptera"	"Anisopodidae"	"SFKMCD"	"Anisopodidae_cluster1"	"7341376c330a26584f01413f9256eb87"	"Animalia"	0	1076	116
"Sylvicola"	"Arthropoda"	"Insecta"	"Diptera"	"Anisopodidae"	"SG3CB2"	"Anisopodidae_cluster1"	"7341376c330a26584f01413f9256eb87"	"Animalia"	1	156536	24841
"Sylvicola"	"Arthropoda"	"Insecta"	"Diptera"	"Anisopodidae"	"SIRUBH"	"Anisopodidae_cluster1"	"7341376c330a26584f01413f9256eb87"	"Animalia"	0	2547	5264
"Sylvicola"	"Arthropoda"	"Insecta"	"Diptera"	"Anisopodidae"	"SIUQ3G"	"Anisopodidae_cluster1"	"7341376c330a26584f01413f9256eb87"	"Animalia"	1	225299	91003
"Sylvicola"	"Arthropoda"	"Insecta"	"Diptera"	"Anisopodidae"	"SK91LD"	"Anisopodidae_cluster1"	"7341376c330a26584f01413f9256eb87"	"Animalia"	0	8243	1609
"Sylvicola"	"Arthropoda"	"Insecta"	"Diptera"	"Anisopodidae"	"SKA8NJ"	"Anisopodidae_cluster1"	"7341376c330a26584f01413f9256eb87"	"Animalia"	0	3149	310
"Sylvicola"	"Arthropoda"	"Insecta"	"Diptera"	"Anisopodidae"	"SKYQAL"	"Anisopodidae_cluster1"	"7341376c330a26584f01413f9256eb87"	"Animalia"	0	39941	9646
"Sylvicola"	"Arthropoda"	"Insecta"	"Diptera"	"Anisopodidae"	"SLWUQ2"	"Anisopodidae_cluster1"	"7341376c330a26584f01413f9256eb87"	"Animalia"	0	2107	2724
"Sylvicola"	"Arthropoda"	"Insecta"	"Diptera"	"Anisopodidae"	"SQ1CGZ"	"Anisopodidae_cluster1"	"7341376c330a26584f01413f9256eb87"	"Animalia"	0	378	60
"Sylvicola"	"Arthropoda"	"Insecta"	"Diptera"	"Anisopodidae"	"SQQBCH"	"Anisopodidae_cluster1"	"7341376c330a26584f01413f9256eb87"	"Animalia"	0	919	964
"Sylvicola"	"Arthropoda"	"Insecta"	"Diptera"	"Anisopodidae"	"STHFJP"	"Anisopodidae_cluster1"	"7341376c330a26584f01413f9256eb87"	"Animalia"	0	10439	6138
"Sylvicola"	"Arthropoda"	"Insecta"	"Diptera"	"Anisopodidae"	"SUNVYF"	"Anisopodidae_cluster1"	"7341376c330a26584f01413f9256eb87"	"Animalia"	1	50187	9015
"Sylvicola"	"Arthropoda"	"Insecta"	"Diptera"	"Anisopodidae"	"SUXEKB"	"Anisopodidae_cluster1"	"7341376c330a26584f01413f9256eb87"	"Animalia"	0	91000	17983
"Sylvicola"	"Arthropoda"	"Insecta"	"Diptera"	"Anisopodidae"	"SWKRGL"	"Anisopodidae_cluster1"	"7341376c330a26584f01413f9256eb87"	"Animalia"	0	58763	35092
"Sylvicola"	"Arthropoda"	"Insecta"	"Diptera"	"Anisopodidae"	"SY34ZS"	"Anisopodidae_cluster1"	"7341376c330a26584f01413f9256eb87"	"Animalia"	0	55585	22023
"Sylvicola"	"Arthropoda"	"Insecta"	"Diptera"	"Anisopodidae"	"SZNYJX"	"Anisopodidae_cluster1"	"7341376c330a26584f01413f9256eb87"	"Animalia"	0	12604	7605
"Tetragnatha"	"Arthropoda"	"Arachnida"	"Araneae"	"Tetragnathidae"	"S6TGBG"	"Tetragnathidae_cluster1"	"caabb9300eb532dfb7e6a1af60b537f3"	"Animalia"	0	283	69
"Tetragnatha"	"Arthropoda"	"Arachnida"	"Araneae"	"Tetragnathidae"	"SKVHMG"	"Tetragnathidae_cluster1"	"caabb9300eb532dfb7e6a1af60b537f3"	"Animalia"	0	37833	1856
"Tetragnatha"	"Arthropoda"	"Arachnida"	"Araneae"	"Tetragnathidae"	"SLWUQ2"	"Tetragnathidae_cluster1"	"caabb9300eb532dfb7e6a1af60b537f3"	"Animalia"	0	392	1633
"Tetragnatha"	"Arthropoda"	"Arachnida"	"Araneae"	"Tetragnathidae"	"SSY7BM"	"Tetragnathidae_cluster1"	"caabb9300eb532dfb7e6a1af60b537f3"	"Animalia"	0	17932	3656
"Tetragnatha"	"Arthropoda"	"Arachnida"	"Araneae"	"Tetragnathidae"	"STHFJP"	"Tetragnathidae_cluster1"	"caabb9300eb532dfb7e6a1af60b537f3"	"Animalia"	0	7944	937
"Tetragnatha"	"Arthropoda"	"Arachnida"	"Araneae"	"Tetragnathidae"	"SZNYJX"	"Tetragnathidae_cluster1"	"caabb9300eb532dfb7e6a1af60b537f3"	"Animalia"	1	4744	3151
"Thymelicus"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Hesperiidae"	"SKA8NJ"	"Hesperiidae_cluster2"	"a13b8c6fb10e13d616b5704146312792"	"Animalia"	1	4468	2567
"Trichosia"	"Arthropoda"	"Insecta"	"Diptera"	"Sciaridae"	"S6TGBG"	"Sciaridae_cluster119"	"797e8f8535952be33204ed1bf827a654"	"Animalia"	0	5	0
"Trichosia"	"Arthropoda"	"Insecta"	"Diptera"	"Sciaridae"	"SCECHR"	"Sciaridae_cluster119"	"797e8f8535952be33204ed1bf827a654"	"Animalia"	0	282	83
"Trichosia"	"Arthropoda"	"Insecta"	"Diptera"	"Sciaridae"	"SCFYMN"	"Sciaridae_cluster119"	"797e8f8535952be33204ed1bf827a654"	"Animalia"	0	5017	771
"Trichosia"	"Arthropoda"	"Insecta"	"Diptera"	"Sciaridae"	"SHLY4A"	"Sciaridae_cluster119"	"797e8f8535952be33204ed1bf827a654"	"Animalia"	0	12	34
"Trichosia"	"Arthropoda"	"Insecta"	"Diptera"	"Sciaridae"	"SQQBCH"	"Sciaridae_cluster119"	"797e8f8535952be33204ed1bf827a654"	"Animalia"	0	14	0
"Trichosia"	"Arthropoda"	"Insecta"	"Diptera"	"Sciaridae"	"ST2SCC"	"Sciaridae_cluster119"	"797e8f8535952be33204ed1bf827a654"	"Animalia"	1	55541	3790
"Trichosia"	"Arthropoda"	"Insecta"	"Diptera"	"Sciaridae"	"SUNVYF"	"Sciaridae_cluster119"	"797e8f8535952be33204ed1bf827a654"	"Animalia"	0	0	9
"Trichosia"	"Arthropoda"	"Insecta"	"Diptera"	"Sciaridae"	"SUTTXP"	"Sciaridae_cluster119"	"797e8f8535952be33204ed1bf827a654"	"Animalia"	0	684	251
"Trichosia"	"Arthropoda"	"Insecta"	"Diptera"	"Sciaridae"	"SUXVVU"	"Sciaridae_cluster119"	"797e8f8535952be33204ed1bf827a654"	"Animalia"	0	92	688
"Vespula"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Vespidae"	"SCECHR"	"Vespidae_cluster2"	"e610f8396671010d22a26ec311fbe701"	"Animalia"	1	6	48845
"Vespula"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Vespidae"	"SFKMCD"	"Vespidae_cluster2"	"e610f8396671010d22a26ec311fbe701"	"Animalia"	1	240	6606
"Vespula"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Vespidae"	"SK91LD"	"Vespidae_cluster2"	"e610f8396671010d22a26ec311fbe701"	"Animalia"	0	79	4077
"Vespula"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Vespidae"	"SKA8NJ"	"Vespidae_cluster2"	"e610f8396671010d22a26ec311fbe701"	"Animalia"	0	125	1641
"Vespula"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Vespidae"	"SKVHMG"	"Vespidae_cluster2"	"e610f8396671010d22a26ec311fbe701"	"Animalia"	1	429	61666
"Vespula"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Vespidae"	"SQYDDG"	"Vespidae_cluster2"	"e610f8396671010d22a26ec311fbe701"	"Animalia"	1	456	47677
"Vespula"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Vespidae"	"SSJSP9"	"Vespidae_cluster2"	"e610f8396671010d22a26ec311fbe701"	"Animalia"	0	51	1794
"Vespula"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Vespidae"	"ST2SCC"	"Vespidae_cluster2"	"e610f8396671010d22a26ec311fbe701"	"Animalia"	1	4821	39228
"Vespula"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Vespidae"	"SWKRGL"	"Vespidae_cluster2"	"e610f8396671010d22a26ec311fbe701"	"Animalia"	1	54	115808
"Xestia"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Noctuidae"	"SFKMCD"	"Noctuidae_cluster15"	"866f2168ce12f2530272ef1aa8c26540"	"Animalia"	0	0	3
"Xestia"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Noctuidae"	"SNYBEM"	"Noctuidae_cluster15"	"866f2168ce12f2530272ef1aa8c26540"	"Animalia"	1	207376	129642
